X,y,w,ids
C[C@@H]1OCC[C@@H]1c1nnc([C@@H]2CCCc3sccc32)o1,3.492,1.0,C[C@@H]1OCC[C@@H]1c1nnc([C@@H]2CCCc3sccc32)o1
C[C@H](C(=O)N1CCOCC1)N1CCN(C(=O)[C@H]2CCN2)CC1,-1.26,1.0,C[C@H](C(=O)N1CCOCC1)N1CCN(C(=O)[C@H]2CCN2)CC1
CN1CCN(CCN(CC(=O)O)C(=O)CO[C@H]2CCOC2)CC1,-1.048,1.0,CN1CCN(CCN(CC(=O)O)C(=O)CO[C@H]2CCOC2)CC1
CN(C(=O)c1cnn(C)n1)[C@H]1CN(Cc2csnn2)C[C@@H]1O,-1.016,1.0,CN(C(=O)c1cnn(C)n1)[C@H]1CN(Cc2csnn2)C[C@@H]1O
Cc1nn(C)c2nc([C@]3(C)CCCN(Cc4cncs4)C3)ccc12,3.287,1.0,Cc1nn(C)c2nc([C@]3(C)CCCN(Cc4cncs4)C3)ccc12
Cc1ccccc1C[C@H](C)C(=O)NC[C@@H](C)CNC(=O)CC1CCC1,3.232,1.0,Cc1ccccc1C[C@H](C)C(=O)NC[C@@H](C)CNC(=O)CC1CCC1
Cc1nc(C)c(C(=O)N[C@H]2CCCN(C(=O)CCc3nc[nH]n3)C2)[nH]1,0.498,1.0,Cc1nc(C)c(C(=O)N[C@H]2CCCN(C(=O)CCc3nc[nH]n3)C2)[nH]1
Cc1ccc(NC(=O)c2ccc(O)cc2F)c(N(C)C)n1,2.553,1.0,Cc1ccc(NC(=O)c2ccc(O)cc2F)c(N(C)C)n1
O=C([C@@H]1C[C@H]2CCCC[C@H]2N1)N1CCc2c(F)ccc(F)c2C1,2.77,1.0,O=C([C@@H]1C[C@H]2CCCC[C@H]2N1)N1CCc2c(F)ccc(F)c2C1
C[C@@H]1OCC[C@H]1CN1C(=O)N[C@@](C)(c2ccc(F)cc2)C1=O,2.018,1.0,C[C@@H]1OCC[C@H]1CN1C(=O)N[C@@](C)(c2ccc(F)cc2)C1=O
Cc1cc(CN(C)C[C@@H]2CCN(C(=O)c3ccccn3)C2)sn1,2.441,1.0,Cc1cc(CN(C)C[C@@H]2CCN(C(=O)c3ccccn3)C2)sn1
CCn1ccc(C(=O)N[C@@H]2CCCN(C(=O)Cc3cnoc3)C2)n1,0.855,1.0,CCn1ccc(C(=O)N[C@@H]2CCCN(C(=O)Cc3cnoc3)C2)n1
COC(=O)c1csc(S(=O)(=O)NC[C@@]2(O)CCOC2)c1,-0.036,1.0,COC(=O)c1csc(S(=O)(=O)NC[C@@]2(O)CCOC2)c1
CN1CCOC[C@H]1C(=O)N1CC[C@@H](N2CCN(CCCO)CC2)C1,-1.082,1.0,CN1CCOC[C@H]1C(=O)N1CC[C@@H](N2CCN(CCCO)CC2)C1
Cn1ccc(CNCCNC(=O)[C@H]2COC(=O)N2)n1,-1.266,1.0,Cn1ccc(CNCCNC(=O)[C@H]2COC(=O)N2)n1
Cc1ncn(C)c1C(=O)NC1CN([C@H]2CCC(=O)NC2=O)C1,-1.052,1.0,Cc1ncn(C)c1C(=O)NC1CN([C@H]2CCC(=O)NC2=O)C1
CO[C@@H]1Cc2ccccc2N(C(=O)Cc2ccc3c(c2)CCCO3)C1,3.158,1.0,CO[C@@H]1Cc2ccccc2N(C(=O)Cc2ccc3c(c2)CCCO3)C1
CN1C(=O)CN(C(=O)Cn2cnc(C(N)=O)n2)CC1=O,-2.7960000000000003,1.0,CN1C(=O)CN(C(=O)Cn2cnc(C(N)=O)n2)CC1=O
Nc1nccnc1C(=O)N1C[C@H](O)[C@H](CNC(=O)Cn2ccnc2)C1,-1.495,1.0,Nc1nccnc1C(=O)N1C[C@H](O)[C@H](CNC(=O)Cn2ccnc2)C1
CC[C@@H](NC1CC2(CC(NC(=O)Cn3ncnn3)C2)C1)C(N)=O,-1.046,1.0,CC[C@@H](NC1CC2(CC(NC(=O)Cn3ncnn3)C2)C1)C(N)=O
CCN(Cc1ccc2c(c1)OCO2)C(=O)c1cncc(OC)n1,1.876,1.0,CCN(Cc1ccc2c(c1)OCO2)C(=O)c1cncc(OC)n1
Cc1ccc(C(=O)N[C@H]2C[C@H](CNC(=O)c3ccc(F)c(C)c3)C2)o1,2.974,1.0,Cc1ccc(C(=O)N[C@H]2C[C@H](CNC(=O)c3ccc(F)c(C)c3)C2)o1
C[C@@H]1C[C@H]1C(=O)N1CCC(CN(C)C(=O)[C@@H]2CC23CCC3)CC1,2.53,1.0,C[C@@H]1C[C@H]1C(=O)N1CCC(CN(C)C(=O)[C@@H]2CC23CCC3)CC1
CCCN[C@H]1C[C@H](CNC(=O)[C@H]2CCc3cc(C)ccc3O2)C1,2.583,1.0,CCCN[C@H]1C[C@H](CNC(=O)[C@H]2CCc3cc(C)ccc3O2)C1
Cc1noc([C@H]2CCCN2Cc2ccc(C(=O)N3CCCC3)cc2)n1,2.951,1.0,Cc1noc([C@H]2CCCN2Cc2ccc(C(=O)N3CCCC3)cc2)n1
N#CC1(NC(=O)CN[C@H]2CCCC23CCOCC3)CCCCC1,2.268,1.0,N#CC1(NC(=O)CN[C@H]2CCCC23CCOCC3)CCCCC1
Cc1nc(C(C)(C)NCCCOc2c(C)cccc2C)no1,3.289,1.0,Cc1nc(C(C)(C)NCCCOc2c(C)cccc2C)no1
O=C(CCCF)N1C[C@@H]2C[C@H]1CN2CCCN1CCCC1=O,1.034,1.0,O=C(CCCF)N1C[C@@H]2C[C@H]1CN2CCCN1CCCC1=O
CC[C@H](C)N1CC[C@@]2(CCN(C(=O)Cc3cccc(Cl)n3)C2)C1=O,2.527,1.0,CC[C@H](C)N1CC[C@@]2(CCN(C(=O)Cc3cccc(Cl)n3)C2)C1=O
CS(=O)(=O)CC(=O)N[C@@H]1CCN(C(=O)c2csnn2)C1,-1.087,1.0,CS(=O)(=O)CC(=O)N[C@@H]1CCN(C(=O)c2csnn2)C1
Cc1cc(N[C@@H]2CCc3nnnn3CC2)nc(CO)n1,0.081,1.0,Cc1cc(N[C@@H]2CCc3nnnn3CC2)nc(CO)n1
C[C@@H](NC(=O)COC(=O)c1cccc2nn[nH]c21)C(=O)N(C)C,-0.292,1.0,C[C@@H](NC(=O)COC(=O)c1cccc2nn[nH]c21)C(=O)N(C)C
Cn1cnn(CC(=O)N2C[C@H]3CC[C@H]2[C@@H](N)C3)c1=O,-1.08,1.0,Cn1cnn(CC(=O)N2C[C@H]3CC[C@H]2[C@@H](N)C3)c1=O
CC[C@@H](C)CN1CCCC[C@H](NC(=O)C(C)(C)c2cccnc2)C1,3.3760000000000003,1.0,CC[C@@H](C)CN1CCCC[C@H](NC(=O)C(C)(C)c2cccnc2)C1
CN(C(=O)COCc1nncn1C)[C@H]1CCNC1=O,-1.321,1.0,CN(C(=O)COCc1nncn1C)[C@H]1CCNC1=O
CSC[C@H]1CCCN1C(=O)c1ccn(-c2ccccc2[N+](=O)[O-])n1,2.748,1.0,CSC[C@H]1CCCN1C(=O)c1ccn(-c2ccccc2[N+](=O)[O-])n1
CCn1nncc1CN[C@H]1C[C@@H](C)N(C(=O)c2cn(C)c(O)n2)C1,0.13,1.0,CCn1nncc1CN[C@H]1C[C@@H](C)N(C(=O)c2cn(C)c(O)n2)C1
C[C@H]1C[C@@H]1CC(=O)N[C@H]1C[C@@H](NC(=O)C(N)=O)C1,-0.7190000000000001,1.0,C[C@H]1C[C@@H]1CC(=O)N[C@H]1C[C@@H](NC(=O)C(N)=O)C1
C[C@@H](CC(=O)N1CCCCCC1)NC[C@H](O)Cc1ccccc1,2.361,1.0,C[C@@H](CC(=O)N1CCCCCC1)NC[C@H](O)Cc1ccccc1
CS(=O)(=O)N1C[C@@H]2CN(C(=O)NC3CCCC3)C[C@]2(C(=O)O)C1,-0.083,1.0,CS(=O)(=O)N1C[C@@H]2CN(C(=O)NC3CCCC3)C[C@]2(C(=O)O)C1
O=C(C#CC1CC1)N1CC[C@H](CCNCC(=O)N2CCCC2)C1,0.85,1.0,O=C(C#CC1CC1)N1CC[C@H](CCNCC(=O)N2CCCC2)C1
Cc1nc(C)c(CNC(=O)c2ccc(C)c(O)c2)s1,2.704,1.0,Cc1nc(C)c(CNC(=O)c2ccc(C)c(O)c2)s1
Cc1cc2ccccc2c(NC(=O)CNC(=O)NCc2ccco2)c1,3.179,1.0,Cc1cc2ccccc2c(NC(=O)CNC(=O)NCc2ccco2)c1
CC#CCNC[C@@H]1CN(C(=O)C2CC(=O)NC(=O)C2)C[C@H]1C,-0.253,1.0,CC#CCNC[C@@H]1CN(C(=O)C2CC(=O)NC(=O)C2)C[C@H]1C
C[C@H]1CC[C@@](C)(C(=O)N(C)CCN2C[C@@H](C)O[C@@H](C)C2)C1(C)C,3.016,1.0,C[C@H]1CC[C@@](C)(C(=O)N(C)CCN2C[C@@H](C)O[C@@H](C)C2)C1(C)C
Cc1occc1C(=O)NCC[C@@H]1CCN(C(=O)c2ccoc2)C1,2.463,1.0,Cc1occc1C(=O)NCC[C@@H]1CCN(C(=O)c2ccoc2)C1
CCS(=O)(=O)CCCCCN(CCO)[C@H]1CCCSC1,1.781,1.0,CCS(=O)(=O)CCCCCN(CCO)[C@H]1CCCSC1
CCc1cc(C(=O)N2[C@H]3CC[C@H]2CN(C(C)=O)CC3)oc1CC,2.63,1.0,CCc1cc(C(=O)N2[C@H]3CC[C@H]2CN(C(C)=O)CC3)oc1CC
Cc1ccncc1NS(=O)(=O)c1cccc(C(=O)O)c1C,2.197,1.0,Cc1ccncc1NS(=O)(=O)c1cccc(C(=O)O)c1C
O=C(Cc1cn2ccccc2n1)Nc1ccccc1-c1cn[nH]c1,2.906,1.0,O=C(Cc1cn2ccccc2n1)Nc1ccccc1-c1cn[nH]c1
C[C@@H]1CN(C(=O)c2cn(C)c(=O)cn2)C[C@H]1CNCc1ncnn1C,-0.593,1.0,C[C@@H]1CN(C(=O)c2cn(C)c(=O)cn2)C[C@H]1CNCc1ncnn1C
C[C@@H]1CN(C(=O)N[C@H]2CCN(CCN3CCOCC3)C2)CC[C@H]1O,-0.195,1.0,C[C@@H]1CN(C(=O)N[C@H]2CCN(CCN3CCOCC3)C2)CC[C@H]1O
CCSCC[C@H](C)N(C)C(=O)C[C@@H]1c2ccccc2NC1=O,3.103,1.0,CCSCC[C@H](C)N(C)C(=O)C[C@@H]1c2ccccc2NC1=O
CC(=O)N[C@@H](C)C(=O)N1CC(O)(CNC(=O)C[C@H]2COC(=O)C2)C1,-1.846,1.0,CC(=O)N[C@@H](C)C(=O)N1CC(O)(CNC(=O)C[C@H]2COC(=O)C2)C1
Cc1cccnc1CCCNC(=O)N[C@@H]1CCC[C@H](F)C1,2.903,1.0,Cc1cccnc1CCCNC(=O)N[C@@H]1CCC[C@H](F)C1
CNC(=O)c1cccc(Cn2cc(C[C@@H](O)C3CC3)nn2)c1,0.999,1.0,CNC(=O)c1cccc(Cn2cc(C[C@@H](O)C3CC3)nn2)c1
CCN1C[C@H]2C(CNC(=O)c3c(C)ncn3C)[C@@H]2C1,0.6559999999999999,1.0,CCN1C[C@H]2C(CNC(=O)c3c(C)ncn3C)[C@@H]2C1
C[C@@H](O)CCCN1CC(O)(CNC(=O)C23CCC(CC2)C3)C1,0.8909999999999999,1.0,C[C@@H](O)CCCN1CC(O)(CNC(=O)C23CCC(CC2)C3)C1
Cn1c(-c2c[nH]nc2C(F)(F)F)nnc1N1CCC(C(N)=O)CC1,0.926,1.0,Cn1c(-c2c[nH]nc2C(F)(F)F)nnc1N1CCC(C(N)=O)CC1
C=C(C)CCN1CC[C@H](CNC(=O)[C@@H]2CCc3nn[nH]c3C2)C1,1.314,1.0,C=C(C)CCN1CC[C@H](CNC(=O)[C@@H]2CCc3nn[nH]c3C2)C1
C=C1CCC(C(=O)N[C@@H]2CCN(c3cc(C)nc(C)n3)C[C@@H]2C)CC1,3.1710000000000003,1.0,C=C1CCC(C(=O)N[C@@H]2CCN(c3cc(C)nc(C)n3)C[C@@H]2C)CC1
CCSc1ccc(-c2nnc([C@H](C)OCCOC)o2)cn1,2.968,1.0,CCSc1ccc(-c2nnc([C@H](C)OCCOC)o2)cn1
C#C[C@@H](NC(=O)C(=O)N1CCC(C)(C(=O)O)CC1)[C@H]1CCCO1,-0.003,1.0,C#C[C@@H](NC(=O)C(=O)N1CCC(C)(C(=O)O)CC1)[C@H]1CCCO1
Cc1cccc([C@@H](C)N2CC(NC(=O)[C@H]3CCc4c[nH]nc4C3)C2)c1,2.385,1.0,Cc1cccc([C@@H](C)N2CC(NC(=O)[C@H]3CCc4c[nH]nc4C3)C2)c1
Cn1ccc2ccc(-c3noc([C@]4(C)CCN4)n3)cc21,2.437,1.0,Cn1ccc2ccc(-c3noc([C@]4(C)CCN4)n3)cc21
CO[C@@H]1COC[C@H]1NCCN1C[C@@H](C)C[C@H](C)C1,0.968,1.0,CO[C@@H]1COC[C@H]1NCCN1C[C@@H](C)C[C@H](C)C1
C[C@@H](O)c1ncc(C(=O)Nc2ccc3c(c2)CCC3)s1,2.937,1.0,C[C@@H](O)c1ncc(C(=O)Nc2ccc3c(c2)CCC3)s1
CCc1ncnc(CC)c1C(=O)N[C@@H](C)C1CN(CC(CC)CC)C1,3.088,1.0,CCc1ncnc(CC)c1C(=O)N[C@@H](C)C1CN(CC(CC)CC)C1
CCNCC1CCN(CC2(O)CCSCC2)CC1,1.5659999999999998,1.0,CCNCC1CCN(CC2(O)CCSCC2)CC1
C[C@@H]1C[C@H](CNC(=O)c2cn[nH]c2)CN1C(=O)Cn1ncn(C)c1=O,-1.028,1.0,C[C@@H]1C[C@H](CNC(=O)c2cn[nH]c2)CN1C(=O)Cn1ncn(C)c1=O
CC(=O)NCC(=O)N[C@H]1CN(C(=O)c2ccc3nonc3c2)C[C@@H]1C,-0.064,1.0,CC(=O)NCC(=O)N[C@H]1CN(C(=O)c2ccc3nonc3c2)C[C@@H]1C
CC(C)CC1(NC(=O)c2cc(C(F)F)n(C)n2)CC1,2.6660000000000004,1.0,CC(C)CC1(NC(=O)c2cc(C(F)F)n(C)n2)CC1
Cc1ccc2[nH]c3c(c2c1)C[C@@H](NC(=O)CC(C)C)CC3,3.4960000000000004,1.0,Cc1ccc2[nH]c3c(c2c1)C[C@@H](NC(=O)CC(C)C)CC3
CN(CC[C@@H]1CCCO1)[C@@H]1CCN(C(=O)c2cccc(C3CC3)c2)C1,3.279,1.0,CN(CC[C@@H]1CCCO1)[C@@H]1CCN(C(=O)c2cccc(C3CC3)c2)C1
Cc1ccc([C@@H](N[C@H](C)C2(CO)CC2)C2CC2)cc1,3.197,1.0,Cc1ccc([C@@H](N[C@H](C)C2(CO)CC2)C2CC2)cc1
Cc1ncc(C(=O)N2CC[C@@H](CNc3ccc(C#N)c(C)n3)C2)[nH]1,1.867,1.0,Cc1ncc(C(=O)N2CC[C@@H](CNc3ccc(C#N)c(C)n3)C2)[nH]1
O=C(NCC1=CCCC1)[C@H]1CCCc2c(O)cccc21,3.039,1.0,O=C(NCC1=CCCC1)[C@H]1CCCc2c(O)cccc21
C[C@H](NC(=O)N1CCC[C@@H](C)[C@@H]1CCO)c1cccs1,3.002,1.0,C[C@H](NC(=O)N1CCC[C@@H](C)[C@@H]1CCO)c1cccs1
CCc1cnccc1CNC(=O)c1cc2c([nH]1)CCCC2,2.781,1.0,CCc1cnccc1CNC(=O)c1cc2c([nH]1)CCCC2
C[C@@H](C(=O)N1CCC[C@@H](N(C)C(=O)C(N)=O)C1)N1CCOCC1,-1.358,1.0,C[C@@H](C(=O)N1CCC[C@@H](N(C)C(=O)C(N)=O)C1)N1CCOCC1
O=C(NC1CN(C(=O)c2cnn3c2[nH]ccc3=O)C1)[C@]12C[C@H]1COC2,-1.0,1.0,O=C(NC1CN(C(=O)c2cnn3c2[nH]ccc3=O)C1)[C@]12C[C@H]1COC2
Cn1nncc1C(=O)N[C@@H]1CN(C(=O)Cc2ncc[nH]2)C[C@@H]1O,-1.918,1.0,Cn1nncc1C(=O)N[C@@H]1CN(C(=O)Cc2ncc[nH]2)C[C@@H]1O
COC(=O)c1ccc(CNC[C@H](c2ccccc2)C2CC2)n1C,3.095,1.0,COC(=O)c1ccc(CNC[C@H](c2ccccc2)C2CC2)n1C
Cc1ncccc1C(=O)N[C@H]1C[C@H](NCc2noc(C3CC3)n2)C1,1.7009999999999998,1.0,Cc1ncccc1C(=O)N[C@H]1C[C@H](NCc2noc(C3CC3)n2)C1
O=C(c1cc2cccn2cn1)N1CCN(c2ccc(F)cc2)CC1,2.436,1.0,O=C(c1cc2cccn2cn1)N1CCN(c2ccc(F)cc2)CC1
CC(C)N1C[C@@H](N2C(=O)[C@H](CC3CC3)N=C2O)CC1=O,0.921,1.0,CC(C)N1C[C@@H](N2C(=O)[C@H](CC3CC3)N=C2O)CC1=O
Cn1cnnc1CNC[C@H](O)CNC(=O)C[C@H]1CCC(=O)NC1,-1.702,1.0,Cn1cnnc1CNC[C@H](O)CNC(=O)C[C@H]1CCC(=O)NC1
Cc1cc(=O)oc2cc(OCC(=O)OCc3cccc(C#N)c3)ccc12,3.095,1.0,Cc1cc(=O)oc2cc(OCC(=O)OCc3cccc(C#N)c3)ccc12
C[C@@H]1CN(C(=O)c2ccon2)C[C@H]1NCCCCCF,1.865,1.0,C[C@@H]1CN(C(=O)c2ccon2)C[C@H]1NCCCCCF
O=C(C[C@H]1CC(=O)N1)N[C@@H]1CCCN(CCN2CCOCC2)C1,-0.8220000000000001,1.0,O=C(C[C@H]1CC(=O)N1)N[C@@H]1CCCN(CCN2CCOCC2)C1
O=C(NCc1nc2ccc(F)cc2[nH]1)[C@@H]1CCNC1=O,0.454,1.0,O=C(NCc1nc2ccc(F)cc2[nH]1)[C@@H]1CCNC1=O
Cc1ncc(C(=O)NC[C@@H]2N(C)CCCC2(C)C)[nH]1,1.568,1.0,Cc1ncc(C(=O)NC[C@@H]2N(C)CCCC2(C)C)[nH]1
C[C@H](C(=O)N[C@@H]1[C@H]2CN([C@@H](C)c3nnnn3C)C[C@H]21)C1CCC1,0.754,1.0,C[C@H](C(=O)N[C@@H]1[C@H]2CN([C@@H](C)c3nnnn3C)C[C@H]21)C1CCC1
CC(C)[C@@H](O)C(=O)N1CC[C@@]2(C1)CN(Cc1cnon1)CCO2,-0.11,1.0,CC(C)[C@@H](O)C(=O)N1CC[C@@]2(C1)CN(Cc1cnon1)CCO2
C[C@@]1(NC(=O)[C@H]2CCCN(S(C)(=O)=O)C2)CCOC1,-0.047,1.0,C[C@@]1(NC(=O)[C@H]2CCCN(S(C)(=O)=O)C2)CCOC1
O=C(O)[C@@H]1OCC[C@@H]1CN[C@@H]1CCCCC12CCCC2,2.569,1.0,O=C(O)[C@@H]1OCC[C@@H]1CN[C@@H]1CCCCC12CCCC2
O=C(C1=NO[C@@]2(C1)CCCNC2)N1CCC(CCO)CC1,0.506,1.0,O=C(C1=NO[C@@]2(C1)CCCNC2)N1CCC(CCO)CC1
COc1nccc(C(=O)N2CC[C@H]3CN(C(=O)c4nc[nH]n4)C[C@H]32)n1,-0.41,1.0,COc1nccc(C(=O)N2CC[C@H]3CN(C(=O)c4nc[nH]n4)C[C@H]32)n1
CCC(=NNC(=S)Nc1ccccn1)C1CCOCC1,2.5610000000000004,1.0,CCC(=NNC(=S)Nc1ccccn1)C1CCOCC1
CCn1ccc(CN2C[C@H](O)[C@@H](CNC(=O)C3CC4(CC4)C3)C2)n1,1.002,1.0,CCn1ccc(CN2C[C@H](O)[C@@H](CNC(=O)C3CC4(CC4)C3)C2)n1
C[C@@H]1CN(C(=O)Cn2ccccc2=O)C[C@H]1NC(=O)c1cc(F)c[nH]1,0.5920000000000001,1.0,C[C@@H]1CN(C(=O)Cn2ccccc2=O)C[C@H]1NC(=O)c1cc(F)c[nH]1
CCO[C@@H]1C[C@@H](NC(=O)[C@H]2C[C@H]3C=C[C@H]2NC3)C12CCCCC2,2.395,1.0,CCO[C@@H]1C[C@@H](NC(=O)[C@H]2C[C@H]3C=C[C@H]2NC3)C12CCCCC2
O=C(CC[C@@H]1CCCCO1)NCC1CN(C(=O)Cn2ncnn2)C1,-0.403,1.0,O=C(CC[C@@H]1CCCCO1)NCC1CN(C(=O)Cn2ncnn2)C1
CCCC(=O)N1CC[C@@]2(C1)CCCN(CCCF)C2,2.461,1.0,CCCC(=O)N1CC[C@@]2(C1)CCCN(CCCF)C2
O=[N+]([O-])c1ccccc1NN=C1CCN(CCN2CCOCC2)CC1,1.791,1.0,O=[N+]([O-])c1ccccc1NN=C1CCN(CCN2CCOCC2)CC1
CCC1(C(=O)N[C@H](CNC(=O)[C@@H]2CCC(=O)N2)C(C)(C)C)CC1,1.102,1.0,CCC1(C(=O)N[C@H](CNC(=O)[C@@H]2CCC(=O)N2)C(C)(C)C)CC1
O=C(CN1CCCS1(=O)=O)NC1(CNC(=O)[C@H]2CCOC2)CC1,-1.177,1.0,O=C(CN1CCCS1(=O)=O)NC1(CNC(=O)[C@H]2CCOC2)CC1
CCc1ccc(C(=O)O)c(OC(=O)C[C@@H](C)[C@H]2CCCO2)c1,3.0580000000000003,1.0,CCc1ccc(C(=O)O)c(OC(=O)C[C@@H](C)[C@H]2CCCO2)c1
FC(F)(c1cnnc(Cl)c1)N1CCC(n2cnnc2)CC1,2.108,1.0,FC(F)(c1cnnc(Cl)c1)N1CCC(n2cnnc2)CC1
O=C(N[C@H]1CCCN(CCCC2CCCC2)CC1)[C@@H]1CCCCO1,3.497,1.0,O=C(N[C@H]1CCCN(CCCC2CCCC2)CC1)[C@@H]1CCCCO1
CCC(CC)(CC)C(=O)N1CCCC[C@@]2(CCN(C(C)=O)C2)C1,3.454,1.0,CCC(CC)(CC)C(=O)N1CCCC[C@@]2(CCN(C(C)=O)C2)C1
CCC(=O)NCC(=O)N[C@@H]1CN(C(=O)c2c(C)noc2C)C[C@@H]1O,-0.8809999999999999,1.0,CCC(=O)NCC(=O)N[C@@H]1CN(C(=O)c2c(C)noc2C)C[C@@H]1O
CC(C)N1C[C@H](C(=O)NC2[C@H]3CN(C(=O)CC(N)=O)C[C@H]23)CC1=O,-1.308,1.0,CC(C)N1C[C@H](C(=O)NC2[C@H]3CN(C(=O)CC(N)=O)C[C@H]23)CC1=O
CCc1ccc(CNC[C@@H]2CSCCS2)o1,2.78,1.0,CCc1ccc(CNC[C@@H]2CSCCS2)o1
CCOC(=O)c1cc(NC(=O)N2C[C@H]3[C@H]4CC[C@@H](C4)[C@@H]3C2)cn1C,2.712,1.0,CCOC(=O)c1cc(NC(=O)N2C[C@H]3[C@H]4CC[C@@H](C4)[C@@H]3C2)cn1C
CC[C@@H](C)CN1CCC[C@@H]1CNC(=O)c1nc[nH]c2nccc1-2,2.15,1.0,CC[C@@H](C)CN1CCC[C@@H]1CNC(=O)c1nc[nH]c2nccc1-2
O=C1CCCc2ccc(-c3noc([C@@H]4CCC=N4)n3)cc21,3.161,1.0,O=C1CCCc2ccc(-c3noc([C@@H]4CCC=N4)n3)cc21
CNS(=O)(=O)[C@H]1CCN(C(=O)C(=O)NCCc2ccnn2C)C1,-1.771,1.0,CNS(=O)(=O)[C@H]1CCN(C(=O)C(=O)NCCc2ccnn2C)C1
O=C(NC[C@@H](Cc1ccccc1)C(F)(F)F)N[C@H]1CCSC1,3.212,1.0,O=C(NC[C@@H](Cc1ccccc1)C(F)(F)F)N[C@H]1CCSC1
CN1C[C@@H](NC(=O)C(=O)N(CCO)Cc2ccccc2)CC1=O,-0.6459999999999999,1.0,CN1C[C@@H](NC(=O)C(=O)N(CCO)Cc2ccccc2)CC1=O
Cc1noc(C(=O)NC[C@H]2CCC[C@H]2NC(=O)c2cn(C)nn2)c1C,0.748,1.0,Cc1noc(C(=O)NC[C@H]2CCC[C@H]2NC(=O)c2cn(C)nn2)c1C
Cc1cc(C(F)(F)F)ccc1CN[C@@H](CO)[C@@H]1CCOC1,2.501,1.0,Cc1cc(C(F)(F)F)ccc1CN[C@@H](CO)[C@@H]1CCOC1
Cc1ncnc(O)c1C(=O)N1CCC2(CN(C(=O)C(N)=O)C2)C1,-1.35,1.0,Cc1ncnc(O)c1C(=O)N1CCC2(CN(C(=O)C(N)=O)C2)C1
CC[C@@H](C)Oc1cc(-c2nc([C@H]3CCCO3)no2)ccn1,3.16,1.0,CC[C@@H](C)Oc1cc(-c2nc([C@H]3CCCO3)no2)ccn1
C[C@@H](CO[C@@H]1CCOC1)N1C(=O)[C@@H]2C[C@H](F)CN2C1=O,0.555,1.0,C[C@@H](CO[C@@H]1CCOC1)N1C(=O)[C@@H]2C[C@H](F)CN2C1=O
C[C@@H]1OCC[C@]1(O)CNC(=O)C[C@H]1CCCC(=O)N1,-0.299,1.0,C[C@@H]1OCC[C@]1(O)CNC(=O)C[C@H]1CCCC(=O)N1
NC(=O)C(=O)N1CCN([C@H]2CCN(C(=O)CN3CCCC3)C2)CC1,-1.6869999999999998,1.0,NC(=O)C(=O)N1CCN([C@H]2CCN(C(=O)CN3CCCC3)C2)CC1
C=C(C)C(C)(C)C(=O)NCC[C@@H]1CCN(C(=O)/C=C(\C)C2CC2)C1,3.3,1.0,C=C(C)C(C)(C)C(=O)NCC[C@@H]1CCN(C(=O)/C=C(\C)C2CC2)C1
COc1cccc(CN2CC(O)(CNC(=O)[C@H]3CCC(=O)N3C)C2)n1,-0.626,1.0,COc1cccc(CN2CC(O)(CNC(=O)[C@H]3CCC(=O)N3C)C2)n1
O=C([C@H]1COc2ccccc2C1)N1CCOC[C@H]1c1ccc(F)cc1,2.977,1.0,O=C([C@H]1COc2ccccc2C1)N1CCOC[C@H]1c1ccc(F)cc1
CCOc1cccc(NC(=O)c2ccc3c(N)ncnc3c2)n1,2.258,1.0,CCOc1cccc(NC(=O)c2ccc3c(N)ncnc3c2)n1
CC(=O)N[C@H](C(=O)NCCN[C@H]1CCCNC1=O)C1CCCC1,-0.334,1.0,CC(=O)N[C@H](C(=O)NCCN[C@H]1CCCNC1=O)C1CCCC1
O=C(CCCNC(=O)C1CC1)NC[C@@H]1CCCO1,0.588,1.0,O=C(CCCNC(=O)C1CC1)NC[C@@H]1CCCO1
C[C@H]1[C@@H](NC(=O)C(N)=O)CCN1C(=O)[C@H]1CCc2nnnn2CC1,-1.784,1.0,C[C@H]1[C@@H](NC(=O)C(N)=O)CCN1C(=O)[C@H]1CCc2nnnn2CC1
O=C(Nc1cccc(F)n1)c1coc2ccccc12,3.219,1.0,O=C(Nc1cccc(F)n1)c1coc2ccccc12
CCCc1nsc(N[C@@H](C)c2noc(COCC)n2)n1,2.583,1.0,CCCc1nsc(N[C@@H](C)c2noc(COCC)n2)n1
O=C(/C=C\c1ccc2[nH]ccc2c1)N1CCC[C@@H](CF)C1,3.389,1.0,O=C(/C=C\c1ccc2[nH]ccc2c1)N1CCC[C@@H](CF)C1
CC[C@H](C)CS(=O)(=O)N[C@@H](c1ccccn1)C1CC1,2.498,1.0,CC[C@H](C)CS(=O)(=O)N[C@@H](c1ccccn1)C1CC1
Cc1[nH]nc(C(=O)N2C[C@H]3C(NC(=O)C4CCCCCC4)[C@@H]3C2)c1C,2.184,1.0,Cc1[nH]nc(C(=O)N2C[C@H]3C(NC(=O)C4CCCCCC4)[C@@H]3C2)c1C
Cc1cc(C(=O)N2C[C@H](O)C[C@]2(C)CO)ncn1,-0.257,1.0,Cc1cc(C(=O)N2C[C@H](O)C[C@]2(C)CO)ncn1
O=C(NCC1CC2(C1)OCCO2)N1CC2(CCC2)[C@@H]1[C@@H]1CCCO1,1.883,1.0,O=C(NCC1CC2(C1)OCCO2)N1CC2(CCC2)[C@@H]1[C@@H]1CCCO1
